nta_id,cluster_id,market_type,demand_score,halal_supply_rate,gap_score,halal_cuisine_diversity,demand_per_capita,population,demand_ci_lo,demand_ci_hi,cluster_confidence,latent_demand_score,halal_cuisine_diversity_norm,total_restaurants,halal_restaurants
MN11,3,High Opportunity,0.39894194290072116,0.0,0.5245570554963342,0.0,0.274998350816945,120511.0,0.3145181382969469,0.44532246142255494,0.4047991432878084,0.5363916713011532,0.0,111,0
MN14,3,High Opportunity,0.6540133090203538,0.011627906976744186,0.6650013725087672,1.0,0.4361353806802888,148071.0,0.5061952825507001,0.6239887452775279,0.2661232903824356,0.651414377222322,0.2,86,1
MN28,3,High Opportunity,0.5388187650526586,0.0,0.5953555192353929,0.0,0.286882015304036,148071.0,0.415797965741527,0.5505633901130662,0.7801000582146153,0.4797388452249296,0.0,4,0
MN35,3,High Opportunity,0.4094004852053962,0.0,0.6010658095103046,0.0,0.18926812026168388,148071.0,0.31577048653338674,0.45954795329277465,0.3307459959401486,0.6862196658727663,0.0,86,0
MN40,3,High Opportunity,0.5977226099707609,0.0,0.677434811401262,0.0,0.4284081736646919,148071.0,0.46614198574432564,0.5814106726183109,0.8354977942409969,0.5689499529111289,0.0,37,0
QN02,3,High Opportunity,0.540151914909483,0.0,0.666870720832752,0.0,0.04348071581261355,113004.0,0.34642174626935957,0.7254417241034161,0.6213358355894789,0.6324520880114238,0.0,46,0
QN06,3,High Opportunity,0.602568975247251,0.0,0.5909042461335992,0.0,0.282882213382949,111988.0,0.4538614052441969,0.6170812092048242,0.508836993861475,0.37448383364933235,0.0,4,0
QN18,3,High Opportunity,0.4920355161695447,0.0,0.5761323900345414,0.0,0.27178339770125765,148071.0,0.3822151721223309,0.5148659011719824,0.6784107806405405,0.5083272124886515,0.0,53,0
QN20,3,High Opportunity,0.5771768175342984,0.0,0.5719070628289232,0.0,0.31773438054820985,148071.0,0.44512919477924745,0.577049592264535,0.45457939036766737,0.3714743659695561,0.0,144,0
QN25,3,High Opportunity,0.7373904819440963,0.0,0.8953026989763908,0.0,0.05867814659811878,148071.0,0.5857836144682762,0.886848751018784,0.3713761409536957,0.8307743339634655,0.0,4,0
QN30,3,High Opportunity,0.7888700778246986,0.0,0.7617885041301179,0.0,0.11164832246291694,148071.0,0.6116613525542902,0.8406152926106726,0.6264342678443713,0.4647159683402368,0.0,39,0
QN33,3,High Opportunity,0.932631612129773,0.0,0.8459087403526235,0.0,0.0976408794172762,148071.0,0.8162404702593021,0.980433041384706,0.461267102656159,0.4310558341439631,0.0,18,0
QN34,3,High Opportunity,0.5963235765883945,0.0,0.5828610629714672,0.0,0.22239705888340797,148071.0,0.4502141104803659,0.6097029108352534,0.46559938556926544,0.3664516487894688,0.0,44,0
QN35,3,High Opportunity,0.5742485350747423,0.0,0.6034438521512003,0.0,0.4210117668321063,148071.0,0.4494605323068043,0.5639270437296819,0.7489349979718536,0.44409214811070974,0.0,4,0
QN42,3,High Opportunity,0.621886786396475,0.0,0.5973804214943015,0.0,0.15536944670165362,148071.0,0.4610109272798006,0.6543338799784958,0.47049544387959674,0.3595174012593127,0.0,26,0
QN44,3,High Opportunity,0.9850149020708241,0.0,0.9691742317392393,0.0,0.34062422447202,148071.0,0.7667183149559964,0.887871640891244,0.42949301988639865,0.6191482586978907,0.0,21,0
QN53,3,High Opportunity,0.543890792734225,0.0,0.5457035621303908,0.0,0.1305957929095849,148071.0,0.3964112315891608,0.5957452360445257,0.3392807616594446,0.3647158561406777,0.0,65,0
QN54,3,High Opportunity,0.4142883623681051,0.0,0.5257734844866225,0.0,0.18057504684253703,148071.0,0.3173435062396676,0.465352187374758,0.44652548939033976,0.5160036132167658,0.0,52,0
QN56,3,High Opportunity,0.7391809421026736,0.0,0.672070802720035,0.0,0.16221835702170279,148071.0,0.5585730601035573,0.7545544441435282,0.4708322777096825,0.34515818481515453,0.0,32,0
QN68,3,High Opportunity,0.48734507329643517,0.0,0.5199517894480593,0.0,0.28748155359749383,148071.0,0.3805962887930265,0.5090316629809658,0.2927439289786028,0.39382413758545237,0.0,4,0
